1.036996502000000000e+09,-2.843398749828338623e-01,9.196487426757812500e+00,1.885054230690002441e+00,5.000000000000000000e+00
1.036996693000000000e+09,-3.747691810131072998e-01,9.283309936523437500e+00,1.872317314147949219e+00,5.000000000000000000e+00
1.036996885000000000e+09,-5.084557533264160156e-01,9.337955474853515625e+00,1.916540384292602539e+00,5.000000000000000000e+00
1.036997076000000000e+09,-5.960978269577026367e-01,9.372122764587402344e+00,1.986737012863159180e+00,5.000000000000000000e+00
1.036997268000000000e+09,-6.693061590194702148e-01,9.397866249084472656e+00,2.036153316497802734e+00,5.000000000000000000e+00
1.036997459000000000e+09,-6.687009930610656738e-01,9.426146507263183594e+00,2.049766778945922852e+00,5.000000000000000000e+00
1.036997650000000000e+09,-7.484053373336791992e-01,9.438025474548339844e+00,2.038682937622070312e+00,5.000000000000000000e+00
1.036997842000000000e+09,-7.798899412155151367e-01,9.445019721984863281e+00,2.041734218597412109e+00,5.000000000000000000e+00
1.036998033000000000e+09,-8.119377493858337402e-01,9.451581954956054688e+00,2.032239198684692383e+00,5.000000000000000000e+00
1.036998225000000000e+09,-8.314264416694641113e-01,9.467989921569824219e+00,2.029722213745117188e+00,5.000000000000000000e+00
1.036998416000000000e+09,-8.703883886337280273e-01,9.466058731079101562e+00,2.060080051422119141e+00,5.000000000000000000e+00
1.036998608000000000e+09,-9.366390705108642578e-01,9.443911552429199219e+00,2.134052991867065430e+00,5.000000000000000000e+00
1.036998799000000000e+09,-9.783124327659606934e-01,9.429816246032714844e+00,2.171466350555419922e+00,5.000000000000000000e+00
1.036998991000000000e+09,-1.007652521133422852e+00,9.424386024475097656e+00,2.217474699020385742e+00,5.000000000000000000e+00
1.036999182000000000e+09,-9.988500475883483887e-01,9.430064201354980469e+00,2.224041938781738281e+00,5.000000000000000000e+00
1.036999373000000000e+09,-9.318882226943969727e-01,9.429237365722656250e+00,2.227472066879272461e+00,5.000000000000000000e+00
1.036999565000000000e+09,-9.222857356071472168e-01,9.428258895874023438e+00,2.238662004470825195e+00,5.000000000000000000e+00
1.036999756000000000e+09,-9.863920807838439941e-01,9.429619789123535156e+00,2.268348217010498047e+00,5.000000000000000000e+00
1.036999948000000000e+09,-9.708807468414306641e-01,9.421129226684570312e+00,2.309278011322021484e+00,5.000000000000000000e+00
1.037000139000000000e+09,-8.039547801017761230e-01,9.412069320678710938e+00,2.350683450698852539e+00,5.000000000000000000e+00
1.037000331000000000e+09,-7.593381404876708984e-01,9.418014526367187500e+00,2.371685743331909180e+00,5.000000000000000000e+00
1.037000522000000000e+09,-7.400510907173156738e-01,9.388618469238281250e+00,2.470109462738037109e+00,5.000000000000000000e+00
1.037000715000000000e+09,-6.022986173629760742e-01,9.541246414184570312e+00,1.907197117805480957e+00,5.000000000000000000e+00
1.037000905000000000e+09,-5.235089659690856934e-01,9.521181106567382812e+00,1.514565348625183105e+00,5.000000000000000000e+00
1.037001097000000000e+09,-4.701578021049499512e-01,1.016373920440673828e+01,8.194719552993774414e-01,5.000000000000000000e+00
1.037001288000000000e+09,-4.735747575759887695e-01,9.835687637329101562e+00,9.091596603393554688e-01,5.000000000000000000e+00
1.037001479000000000e+09,-6.617034673690795898e-01,9.383864402770996094e+00,-3.044507801532745361e-01,5.000000000000000000e+00
1.037001671000000000e+09,-1.066368818283081055e+00,9.696266174316406250e+00,-4.033716320991516113e-01,5.000000000000000000e+00
1.037001862000000000e+09,-8.506227135658264160e-01,9.554891586303710938e+00,3.557551279664039612e-02,5.000000000000000000e+00
1.037002054000000000e+09,-6.726045012474060059e-01,9.459388732910156250e+00,4.484154880046844482e-01,5.000000000000000000e+00
1.037002245000000000e+09,-1.476227790117263794e-01,1.029063606262207031e+01,3.766329586505889893e-01,5.000000000000000000e+00
1.037002437000000000e+09,-6.827805042266845703e-01,1.013036155700683594e+01,7.297517657279968262e-01,5.000000000000000000e+00
1.037002628000000000e+09,-6.189846396446228027e-01,9.435935974121093750e+00,-4.984701573848724365e-01,5.000000000000000000e+00
1.037002820000000000e+09,-1.209481596946716309e+00,9.643194198608398438e+00,-3.786400556564331055e-01,5.000000000000000000e+00
1.037003011000000000e+09,-7.137098312377929688e-01,9.734688758850097656e+00,2.732480466365814209e-01,5.000000000000000000e+00
1.037003203000000000e+09,-2.860109806060791016e-01,9.597288131713867188e+00,4.714956283569335938e-01,5.000000000000000000e+00
1.037003394000000000e+09,1.652334332466125488e-01,1.067611598968505859e+01,3.980095386505126953e-01,5.000000000000000000e+00
1.037003585000000000e+09,-1.126052290201187134e-01,9.950060844421386719e+00,7.527841925621032715e-01,5.000000000000000000e+00
1.037003777000000000e+09,-3.060878217220306396e-01,9.642107009887695312e+00,-6.152519583702087402e-01,5.000000000000000000e+00
1.037003968000000000e+09,-7.753078937530517578e-01,9.748891830444335938e+00,-1.927240490913391113e-01,5.000000000000000000e+00
1.037004160000000000e+09,-2.896146178245544434e-01,9.699405670166015625e+00,-1.991618722677230835e-01,5.000000000000000000e+00
1.037004351000000000e+09,5.114534869790077209e-02,9.716910362243652344e+00,-6.640692241489887238e-03,5.000000000000000000e+00
1.037004543000000000e+09,1.074508130550384521e-01,1.069745731353759766e+01,3.370147347450256348e-01,5.000000000000000000e+00
1.037004734000000000e+09,-1.205875799059867859e-01,9.764769554138183594e+00,5.726234316825866699e-01,5.000000000000000000e+00
1.037004926000000000e+09,-4.025071486830711365e-02,9.194643974304199219e+00,-6.977907419204711914e-01,5.000000000000000000e+00
1.037005115000000000e+09,-1.082312107086181641e+00,9.951978683471679688e+00,3.481245338916778564e-01,5.000000000000000000e+00
1.037005310000000000e+09,-4.002273976802825928e-01,9.809847831726074219e+00,7.258417606353759766e-01,5.000000000000000000e+00
1.037005500000000000e+09,-2.811466455459594727e-01,9.904424667358398438e+00,1.069787263870239258e+00,5.000000000000000000e+00
1.037005691000000000e+09,-6.852366924285888672e-01,1.023725223541259766e+01,7.032192945480346680e-01,5.000000000000000000e+00
1.037005883000000000e+09,-5.219421982765197754e-01,9.410104751586914062e+00,-2.793253064155578613e-01,5.000000000000000000e+00
1.037006074000000000e+09,-7.210083007812500000e-01,9.745498657226562500e+00,-4.177306890487670898e-01,5.000000000000000000e+00
1.037006266000000000e+09,-3.878555595874786377e-01,9.735027313232421875e+00,2.398636043071746826e-01,5.000000000000000000e+00
1.037006457000000000e+09,1.705646365880966187e-01,9.475148200988769531e+00,4.166683256626129150e-01,5.000000000000000000e+00
1.037006649000000000e+09,3.617033958435058594e-01,1.015523529052734375e+01,5.989812016487121582e-01,5.000000000000000000e+00
1.037006840000000000e+09,-4.497994184494018555e-01,1.016113471984863281e+01,7.912311553955078125e-01,5.000000000000000000e+00
1.037007032000000000e+09,-7.635179907083511353e-02,9.311978340148925781e+00,-2.857575416564941406e-01,5.000000000000000000e+00
1.037007223000000000e+09,-6.920790672302246094e-01,9.700494766235351562e+00,-1.149567440152168274e-01,5.000000000000000000e+00
1.037007414000000000e+09,-4.555903673171997070e-01,9.691283226013183594e+00,3.648322522640228271e-01,5.000000000000000000e+00
1.037007606000000000e+09,1.176082193851470947e-01,9.623298645019531250e+00,6.398465633392333984e-01,5.000000000000000000e+00
